setting,seed,seed_group,evidence_strategy,k,confirmed_attack_count,confirmed_attack_candidate_indices,evidence_uses_final_attack_eval,evidence_uses_final_ood_eval
primary_lowood,49,heldout_47_51,R3_near_threshold_uncertainty_review,16,9,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888,False,False
primary_lowood,49,heldout_47_51,R3_near_threshold_uncertainty_review,32,17,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888;392;5258;4910;446;2218;5878;4920;1995;4358;5588;2057;257;4856;263;5882;235,False,False
primary_lowood,49,heldout_47_51,R4_representation_shift_high_review,4,4,12;199;13;200,False,False
primary_lowood,49,heldout_47_51,R4_representation_shift_high_review,8,8,12;199;13;200;348;349;347;168,False,False
primary_lowood,49,heldout_47_51,R4_representation_shift_high_review,16,16,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346,False,False
primary_lowood,49,heldout_47_51,R4_representation_shift_high_review,32,32,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346;353;172;354;170;202;631;351;2204;626;598;15;642;11;2199;2237;2222,False,False
primary_lowood,49,heldout_47_51,R5_hybrid_active_review,4,4,348;2176;392;172,False,False
primary_lowood,49,heldout_47_51,R5_hybrid_active_review,8,8,348;2176;392;172;375;347;199;2163,False,False
primary_lowood,49,heldout_47_51,R5_hybrid_active_review,16,16,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200,False,False
primary_lowood,49,heldout_47_51,R5_hybrid_active_review,32,32,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200;2191;2206;2238;2178;184;2076;170;169;2091;237;239;2165;168;2145;243;241,False,False
primary_lowood,50,heldout_47_51,R0_random_confirmed_attack_validation,4,4,697;2376;3575;2626,False,False
primary_lowood,50,heldout_47_51,R0_random_confirmed_attack_validation,8,8,2623;2039;3571;3390;696;2793;2466;2374,False,False
primary_lowood,50,heldout_47_51,R0_random_confirmed_attack_validation,16,16,2788;1978;1241;4016;3564;3485;2369;663;1343;695;479;2618;2461;3384;2255;2035,False,False
primary_lowood,50,heldout_47_51,R0_random_confirmed_attack_validation,32,32,3475;477;1175;4001;1503;1370;1339;1970;660;1738;3865;3472;2451;2120;692;1266;1236;244;2360;2027;3763;2026;2657;1482;393;3615;2608;3550;1338;2246;2777;3371,False,False
primary_lowood,50,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,4,1805;12;201;1522,False,False
primary_lowood,50,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,8,1805;12;201;1522;200;3905;10;14,False,False
primary_lowood,50,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,16,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203,False,False
primary_lowood,50,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,32,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203;3901;344;19;22;204;3403;159;3397;4050;224;394;11;235;177;427;163,False,False
primary_lowood,50,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,4,392;375;348;184,False,False
primary_lowood,50,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,8,392;375;348;184;347;168;164;169,False,False
primary_lowood,50,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,16,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377,False,False
primary_lowood,50,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,32,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377;358;365;393;397;376;446;366;2238;380;398;186;185;2149;430;2224;381,False,False
primary_lowood,50,heldout_47_51,R3_near_threshold_uncertainty_review,4,1,4922;237;5122;5881,False,False
primary_lowood,50,heldout_47_51,R3_near_threshold_uncertainty_review,8,4,4922;237;5122;5881;261;5866;3680;2189,False,False
primary_lowood,50,heldout_47_51,R3_near_threshold_uncertainty_review,16,9,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888,False,False
primary_lowood,50,heldout_47_51,R3_near_threshold_uncertainty_review,32,17,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888;392;5258;4910;446;2218;5878;4920;1995;4358;5588;2057;257;4856;263;5882;235,False,False
primary_lowood,50,heldout_47_51,R4_representation_shift_high_review,4,4,12;199;13;200,False,False
primary_lowood,50,heldout_47_51,R4_representation_shift_high_review,8,8,12;199;13;200;348;349;347;168,False,False
primary_lowood,50,heldout_47_51,R4_representation_shift_high_review,16,16,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346,False,False
primary_lowood,50,heldout_47_51,R4_representation_shift_high_review,32,32,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346;353;172;354;170;202;631;351;2204;626;598;15;642;11;2199;2237;2222,False,False
primary_lowood,50,heldout_47_51,R5_hybrid_active_review,4,4,348;2176;392;172,False,False
primary_lowood,50,heldout_47_51,R5_hybrid_active_review,8,8,348;2176;392;172;375;347;199;2163,False,False
primary_lowood,50,heldout_47_51,R5_hybrid_active_review,16,16,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200,False,False
primary_lowood,50,heldout_47_51,R5_hybrid_active_review,32,32,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200;2191;2206;2238;2178;184;2076;170;169;2091;237;239;2165;168;2145;243;241,False,False
primary_lowood,51,heldout_47_51,R0_random_confirmed_attack_validation,4,4,2814;1617;2539;2500,False,False
primary_lowood,51,heldout_47_51,R0_random_confirmed_attack_validation,8,8,1235;1286;2498;1279;2969;2811;2536;1615,False,False
primary_lowood,51,heldout_47_51,R0_random_confirmed_attack_validation,16,16,1277;503;1873;3274;1969;1928;1283;1097;2531;1612;2605;4074;2493;1233;2963;2806,False,False
primary_lowood,51,heldout_47_51,R0_random_confirmed_attack_validation,32,32,1606;1518;1447;3908;2043;3261;1228;3428;2952;1160;4041;1866;1961;988;2795;1278;468;2595;4058;3367;2521;2483;1092;501;317;513;895;435;3622;1921;1272;3309,False,False
primary_lowood,51,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,4,1805;12;201;1522,False,False
primary_lowood,51,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,8,1805;12;201;1522;200;3905;10;14,False,False
primary_lowood,51,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,16,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203,False,False
primary_lowood,51,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,32,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203;3901;344;19;22;204;3403;159;3397;4050;224;394;11;235;177;427;163,False,False
primary_lowood,51,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,4,392;375;348;184,False,False
primary_lowood,51,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,8,392;375;348;184;347;168;164;169,False,False
primary_lowood,51,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,16,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377,False,False
primary_lowood,51,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,32,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377;358;365;393;397;376;446;366;2238;380;398;186;185;2149;430;2224;381,False,False
primary_lowood,51,heldout_47_51,R3_near_threshold_uncertainty_review,4,1,4922;237;5122;5881,False,False
primary_lowood,51,heldout_47_51,R3_near_threshold_uncertainty_review,8,4,4922;237;5122;5881;261;5866;3680;2189,False,False
primary_lowood,51,heldout_47_51,R3_near_threshold_uncertainty_review,16,9,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888,False,False
primary_lowood,51,heldout_47_51,R3_near_threshold_uncertainty_review,32,17,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888;392;5258;4910;446;2218;5878;4920;1995;4358;5588;2057;257;4856;263;5882;235,False,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,4,4,12;199;13;200,False,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,8,8,12;199;13;200;348;349;347;168,False,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,16,16,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346,False,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,32,32,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346;353;172;354;170;202;631;351;2204;626;598;15;642;11;2199;2237;2222,False,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,4,4,348;2176;392;172,False,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,8,8,348;2176;392;172;375;347;199;2163,False,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,16,16,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200,False,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,32,32,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200;2191;2206;2238;2178;184;2076;170;169;2091;237;239;2165;168;2145;243;241,False,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,4,4,126;1720;1919;1268,False,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,8,8,1974;1916;2275;1718;126;1660;1266;226,False,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,16,16,271;2268;983;85;1655;1967;1262;225;125;1947;168;2089;1712;1910;1083;1181,False,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,32,32,2180;2268;85;1340;624;224;125;1701;1876;1254;1710;1955;2438;293;1645;1173;1898;269;98;1060;1592;1934;1076;1506;2253;167;2209;560;2076;977;999;2090,False,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,4,4,8;1803;1682;2329,False,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,8,8,8;1803;1682;2329;2373;1805;1663;1253,False,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,16,16,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486,False,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,32,32,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486;1171;2016;2393;835;698;1946;2374;1525;101;2515;1177;1982;2330;1527;549;2450,False,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0,2611;4442;4280;4094,False,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0,2611;4442;4280;4094;2622;4063;4083;3592,False,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160,False,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160;2647;4431;4432;3301,False,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,4,3,4430;2466;2494;2454,False,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,8,5,4430;2466;2494;2454;4308;179;2535;2808,False,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,16,11,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447,False,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,32,18,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447;3074;2528;4432;2495;4431;2475;2647;2445;2481;2571;2527;3059;4042;88;4307;3802,False,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,4,4,1550;1551;1194;1211,False,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,8,8,1550;1551;1194;1211;1415;1212;1416;1583,False,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,16,16,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955,False,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,32,32,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955;1552;1549;956;1510;1571;1195;1541;631;1202;1417;801;1184;2028;1213;2027;1543,False,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,4,2,4280;3301;1551;1416,False,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,8,4,4280;3301;1551;1416;1417;1212;4160;4261,False,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,16,6,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584,False,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,32,21,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584;815;1585;632;302;816;2647;956;303;1419;957;1420;2028;175;1418;2029;176,False,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,4,4,1524;238;1733;807,False,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,8,8,1100;806;1901;237;1731;1522;1472;580,False,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,16,16,762;1517;1725;2074;578;107;1097;803;1895;237;1755;542;1709;1467;2081;602,False,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,32,32,1349;1714;2258;599;1975;2005;1713;539;107;688;758;1387;1744;1883;574;1458;977;2526;1240;2061;1698;1012;1591;235;1064;1090;1894;1277;1523;2067;1508;798,False,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,4,4,8;1803;1682;2329,False,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,8,8,8;1803;1682;2329;2373;1805;1663;1253,False,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,16,16,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486,False,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,32,32,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486;1171;2016;2393;835;698;1946;2374;1525;101;2515;1177;1982;2330;1527;549;2450,False,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0,2611;4442;4280;4094,False,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0,2611;4442;4280;4094;2622;4063;4083;3592,False,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160,False,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160;2647;4431;4432;3301,False,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,4,3,4430;2466;2494;2454,False,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,8,5,4430;2466;2494;2454;4308;179;2535;2808,False,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,16,11,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447,False,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,32,18,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447;3074;2528;4432;2495;4431;2475;2647;2445;2481;2571;2527;3059;4042;88;4307;3802,False,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,4,4,1550;1551;1194;1211,False,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,8,8,1550;1551;1194;1211;1415;1212;1416;1583,False,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,16,16,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955,False,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,32,32,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955;1552;1549;956;1510;1571;1195;1541;631;1202;1417;801;1184;2028;1213;2027;1543,False,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,4,2,4280;3301;1551;1416,False,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,8,4,4280;3301;1551;1416;1417;1212;4160;4261,False,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,16,6,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584,False,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,32,21,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584;815;1585;632;302;816;2647;956;303;1419;957;1420;2028;175;1418;2029;176,False,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,4,4,462;2363;1545;1768,False,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,8,8,1542;170;1776;2359;216;1766;2111;462,False,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,16,16,1762;1771;170;1760;1503;1225;2104;460;400;1537;1437;2328;2352;1636;2291;216,False,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,32,32,2313;2500;2114;2480;1759;169;0;397;1562;2091;1751;1032;1218;1528;536;457;2314;1626;2487;1428;1749;1494;1330;618;2337;282;1716;585;2277;405;547;214,False,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,4,4,8;1803;1682;2329,False,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,8,8,8;1803;1682;2329;2373;1805;1663;1253,False,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,16,16,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486,False,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,32,32,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486;1171;2016;2393;835;698;1946;2374;1525;101;2515;1177;1982;2330;1527;549;2450,False,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0,2611;4442;4280;4094,False,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0,2611;4442;4280;4094;2622;4063;4083;3592,False,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160,False,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160;2647;4431;4432;3301,False,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,4,3,4430;2466;2494;2454,False,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,8,5,4430;2466;2494;2454;4308;179;2535;2808,False,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,16,11,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447,False,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,32,18,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447;3074;2528;4432;2495;4431;2475;2647;2445;2481;2571;2527;3059;4042;88;4307;3802,False,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,4,4,1550;1551;1194;1211,False,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,8,8,1550;1551;1194;1211;1415;1212;1416;1583,False,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,16,16,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955,False,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,32,32,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955;1552;1549;956;1510;1571;1195;1541;631;1202;1417;801;1184;2028;1213;2027;1543,False,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,4,2,4280;3301;1551;1416,False,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,8,4,4280;3301;1551;1416;1417;1212;4160;4261,False,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,16,6,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584,False,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,32,21,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584;815;1585;632;302;816;2647;956;303;1419;957;1420;2028;175;1418;2029;176,False,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,4,4,883;1939;2086;2262,False,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,8,8,2267;882;1936;2258;1481;1147;1657;2083,False,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,16,16,2251;1486;2143;1144;2268;1447;1930;1477;879;2076;1651;2260;2102;2188;481;445,False,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,32,32,96;2237;1438;2063;1477;1137;1271;1689;1641;478;2442;873;1467;428;753;2068;1009;2129;1918;1618;1141;2246;2174;442;2089;129;928;1240;2254;1580;693;2516,False,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,4,4,8;1803;1682;2329,False,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,8,8,8;1803;1682;2329;2373;1805;1663;1253,False,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,16,16,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486,False,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,32,32,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486;1171;2016;2393;835;698;1946;2374;1525;101;2515;1177;1982;2330;1527;549;2450,False,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0,2611;4442;4280;4094,False,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0,2611;4442;4280;4094;2622;4063;4083;3592,False,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160,False,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160;2647;4431;4432;3301,False,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,4,3,4430;2466;2494;2454,False,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,8,5,4430;2466;2494;2454;4308;179;2535;2808,False,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,16,11,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447,False,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,32,18,4430;2466;2494;2454;4308;179;2535;2808;2403;3301;2531;4040;2429;94;2532;2447;3074;2528;4432;2495;4431;2475;2647;2445;2481;2571;2527;3059;4042;88;4307;3802,False,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,4,4,1550;1551;1194;1211,False,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,8,8,1550;1551;1194;1211;1415;1212;1416;1583,False,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,16,16,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955,False,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,32,32,1550;1551;1194;1211;1415;1212;1416;1583;1540;1199;1584;814;1556;1534;815;955;1552;1549;956;1510;1571;1195;1541;631;1202;1417;801;1184;2028;1213;2027;1543,False,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,4,2,4280;3301;1551;1416,False,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,8,4,4280;3301;1551;1416;1417;1212;4160;4261,False,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,16,6,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584,False,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,32,21,4280;3301;1551;1416;1417;1212;4160;4261;3143;2923;2996;4077;2876;4050;1213;1584;815;1585;632;302;816;2647;956;303;1419;957;1420;2028;175;1418;2029;176,False,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,4,4,2005;294;1105;2159,False,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,8,8,2397;234;293;433;1103;2156;2002;1984,False,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,16,16,431;2149;169;868;1217;1100;2289;292;1996;1989;2390;953;844;1978;2313;234,False,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,32,32,581;1210;1093;1790;2131;1430;429;1424;1976;1354;839;168;1629;1198;290;421;2374;821;862;2298;2135;450;1266;1450;838;232;1983;947;923;2274;1965;1317,False,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,4,4,8;1803;1682;2329,False,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,8,8,8;1803;1682;2329;2373;1805;1663;1253,False,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,16,16,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486,False,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,32,32,8;1803;1682;2329;2373;1805;1663;1253;1686;2430;203;2509;2105;756;744;2486;1171;2016;2393;835;698;1946;2374;1525;101;2515;1177;1982;2330;1527;549;2450,False,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0,2611;4442;4280;4094,False,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0,2611;4442;4280;4094;2622;4063;4083;3592,False,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160,False,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0,2611;4442;4280;4094;2622;4063;4083;3592;2876;4050;4077;2996;2923;3143;4261;4160;2647;4431;4432;3301,False,False
chrono_late_train_early_eval,46,main_42_46,R3_near_threshold_uncertainty_review,4,3,4430;2466;2494;2454,False,False
